News_ID,CompanyName_News,Date_News,Headline_News,Description_News
6332,KINGSPAN+GROUP,"Thu, Jul 5, 2018, 17:45",Softening of trade rhetoric boosts global stocks," Ireland underperformed European peers with Iseq overall falling 0.16 per cent
"
6333,KINGSPAN+GROUP,"Thu, Jun 7, 2018, 17:20",Kingspan chief Gene Murtagh earns €3.4m in share sale," Chief executive cashes in his bonus scheme options and sell 86,359 shares 
"
6334,KINGSPAN+GROUP,"Fri, Apr 20, 2018, 18:18",CRH shares soar while INM recovers lost ground," Weaker sterling helps Britain’s FTSE 100 outperform European markets
"
6335,KINGSPAN+GROUP,"Thu, Feb 22, 2018, 17:50",European corporate results fail to impress investors," Iseq off by 0.14% on Thursday while pan-European Stoxx 600 down by 0.2%
"
6336,KINGSPAN+GROUP,"Thu, Feb 8, 2018, 18:35",Stocks endure another day of volatility as US bond yields creep up," Iseq falls 1.58% in line with European markets, and FTSE is worst performing Euro stock
"
6337,KINGSPAN+GROUP,"Wed, Feb 7, 2018, 01:00",White House seeks to calm nerves over stock market sell-off," US treasury secretary Mnuchin calls volatile trading ‘normal market correction, although large’
"
6338,KINGSPAN+GROUP,"Tue, Feb 6, 2018, 21:38",Dublin market has volatile day influenced by wild trading in US," Just five Dublin-listed shares finish the session in positive territory
"
6339,KINGSPAN+GROUP,"Tue, Feb 6, 2018, 19:57",Volatility reigns although feared global wipeout partially stalls," Extreme fluctuations in US trading blight markets in Europe, though panic recedes
"
6340,KINGSPAN+GROUP,"Wed, Jan 31, 2018, 19:16","European stocks decline for third day, but New York makes gains"," Plunge for outsourcer Capita weighs on London market, while Boeing boosts Wall St
"
6341,KINGSPAN+GROUP,"Mon, Jan 29, 2018, 19:07",Pharma giant Sanofi’s takeover of rival dominates European markets," Food industry stocks weak in Dublin as overall volumes are below average
"
6342,KINGSPAN+GROUP,"Wed, Jan 24, 2018, 06:05",Merger and acquisition activity in Ireland expected to rise in 2018," Opinion split on Brexit impact on deal volumes, KPMG Ireland study finds
"
6343,KINGSPAN+GROUP,"Thu, Jan 18, 2018, 17:18",The L’Oréal defence on executive pay won’t wash with the unions," Caveat: Executive paychecks a multiple of average ‘because they are worth it’
"
6344,KINGSPAN+GROUP,"Fri, Jan 5, 2018, 05:45",Most-wanted and least-loved stocks as investors eye 2018," Agenda: Applegreen and CRH top of the list, but C&C and PTSB are out of favour
"
6345,KINGSPAN+GROUP,"Thu, Jan 4, 2018, 18:17",Iseq hits eight-month high as global markets cheer growth indicators," Dow Jones Industrial Average breaks through 25,000-point level for first time
"
6346,KINGSPAN+GROUP,"Tue, Jan 2, 2018, 18:02",Cairn Homes leads Iseq 20 on house price hopes," Volumes were muted following the end of the holiday season, while the EU’s MiFID II changes also kept trading cautious
"
6347,KINGSPAN+GROUP,"Tue, Jan 2, 2018, 12:29","CRH, Applegreen, Smurfit Kappa top Davy investment list"," Dalata, Kingspan return to stock picks list for 2018
"
6348,KINGSPAN+GROUP,"Sat, Dec 30, 2017, 01:00",Light trading volumes on last business day of 2017," Euro set to go out on a high against the dollar
"
6349,KINGSPAN+GROUP,"Thu, Dec 28, 2017, 11:23","Kingspan, Dalata lead Iseq 20 gainers in 2017"," Drinks maker C&C and Aryzta dragged over the course of the last 12 months
"
6350,KINGSPAN+GROUP,"Wed, Dec 20, 2017, 21:16",CRH and Ryanair rise in sluggish Dublin market," Little change in global stock markets as US tax reform bill reaches the finish line
"
6351,KINGSPAN+GROUP,"Fri, Dec 15, 2017, 20:08",Ryanair and H&M lead European equities lower," Shares in Dublin underperform European counterparts
"
6352,KINGSPAN+GROUP,"Tue, Dec 12, 2017, 19:07",M&A activity and oil issues dominate European trading," Oil tops $65 a barrel for first time since mid-2015, boosting UK energy stocks
"
6353,KINGSPAN+GROUP,"Fri, Nov 24, 2017, 05:54",NY-listed Irish equities fund eyes more Dublin IPOs," New Ireland Fund seeking to raise additional funds by offering one share for every three held
"
6354,KINGSPAN+GROUP,"Mon, Nov 20, 2017, 18:58",German political problems fail to scare European stock markets," Market report: Roche shares jump almost 6% on positive news from experimental drug tests
"
6355,KINGSPAN+GROUP,"Tue, Nov 14, 2017, 17:59",Strong economic growth in Germany boosts the euro," AIB finishes the day down 0.5% after Central Bank initiates enforcement investigation
"
6356,KINGSPAN+GROUP,"Mon, Nov 13, 2017, 20:40",British political turmoil hits pound and frightens investors," Kingspan flags possible slowdown in orders from UK
"
6357,KINGSPAN+GROUP,"Fri, Nov 3, 2017, 05:10",Fishing from a small gene pool: Irish boards and interlocking directorships," Busy people: Meet 10 of the most powerful Irish listed company directors
"
6358,KINGSPAN+GROUP,"Tue, Oct 17, 2017, 09:55",Kingspan downgraded by UBS as shares trade ‘near record multiples’," Irish company has €1bn of mergers and acquisition ‘fire power’, investment bank says
"
6359,KINGSPAN+GROUP,"Thu, Sep 28, 2017, 19:21",Trump’s tax plan boosts stocks with US exposure," CRH, Glanbia and Kingspan feel the benefit of US president’s proposed tax reforms
"
6360,KINGSPAN+GROUP,"Wed, Sep 27, 2017, 20:16",Banks lead European stocks to 10-week high," US tax plan fuels investors’ hopes of ‘Trumpflation’ trading
"
6361,KINGSPAN+GROUP,"Wed, Sep 27, 2017, 07:24",Kingspan acquires 51% of Brazilian manufacturer," Isoeste operates from four sites with approximately 630 employees
"
6362,KINGSPAN+GROUP,"Mon, Sep 11, 2017, 21:01",European insurers up as costs of Hurricane Irma lower than expected," Iseq marginally ahead on quiet day in Dublin while on Wall Street Apple gets iPhone boost
"
6363,KINGSPAN+GROUP,"Mon, Sep 4, 2017, 20:50",Shares dip as tension over North Korea makes investors nervy," Pan-European Stoxx 600 index and euro zone blue chips both fall 0.5 per cent
"
6364,KINGSPAN+GROUP,"Fri, Sep 1, 2017, 18:23",September boost for European shares after summer of losses," Iseq in positive territory with Ryanair, Paddy Power Betfair and CRH among the gainers
"
6365,KINGSPAN+GROUP,"Mon, Aug 21, 2017, 20:06",European shares fall over Korean worries," Dublin market follows suit in day of little corporate news
"
6366,KINGSPAN+GROUP,"Fri, Aug 18, 2017, 17:59",Barcelona terror attacks shake European travel stocks," Positive Kingspan results sends stock 9.5 per cent higher
"
6367,KINGSPAN+GROUP,"Mon, Aug 7, 2017, 18:47",Corcoran’s exit from Paddy Power sends stock tumbling," No bank holiday lull in Dublin as exit news that ‘came from left field’ shocks market
"
6368,KINGSPAN+GROUP,"Tue, Aug 1, 2017, 20:39",European stocks rise on stronger profit forecasts," Smurfit Kappa climbs 3% to €25.89 ahead of publication of its interim results
"
6369,KINGSPAN+GROUP,"Tue, Jul 11, 2017, 17:55",Defensives drag Europe lower as Wall St drops on Trump Jr emails," ISEQ drops in line with Europe with infrastructure stocks dragging the index lower
"
6370,KINGSPAN+GROUP,"Thu, Jul 6, 2017, 19:06",European stocks fall on ECB bond stance," Smurfit Kappa tumbles 2.73% after Goldman Sachs analysts downgrade the stock
"
6371,KINGSPAN+GROUP,"Fri, Jun 30, 2017, 18:29",European shares wobble on hangover from central bankers’ hawkish comments," AIB continues to strengthen as Irish market outperforms
"
6372,KINGSPAN+GROUP,"Tue, Jun 27, 2017, 11:52",Merrion upgrades Kingspan on drive for quality products," Share price correction gives investors ‘good long-term entry point’, broker says
"
6373,KINGSPAN+GROUP,"Mon, Jun 26, 2017, 17:59",Europe rallies as Italy winds up failed banks," Iseq closes up 0.14 per cent as AIB heads to the top of the class
"
6374,KINGSPAN+GROUP,"Thu, Jun 22, 2017, 19:12",European health stocks halt two-day losses in markets," Bank of Ireland, one of Iseq’s strongest performers, trades up in Dublin ahead of AIB flotation
"
6375,KINGSPAN+GROUP,"Thu, Jun 15, 2017, 20:58",Rough day for stocks as Euro markets hit a Thursday trough," UK retail hit as wary consumers hold off on purchases, while tech stocks slide in US
"
6376,KINGSPAN+GROUP,"Thu, May 25, 2017, 18:18",World stocks hit the heights as Dublin stays in the shadows ," US indexes boosted by retailers; Iseq’s bigmovers are Ryanair, Total Produce and Reits
"
6377,KINGSPAN+GROUP,"Mon, May 22, 2017, 20:24",Glanbia raises €155m in busy day on Irish stock market ," The pound fell following polls that showed Theresa May’s Conservatives losing ground
"
6378,KINGSPAN+GROUP,"Wed, May 17, 2017, 20:52",European equities suffer worst day since September," Investors concerned over Trump’s ability to deliverstimulus and impeachment prospect
"
6379,KINGSPAN+GROUP,"Wed, May 17, 2017, 11:16","Kingspan has €500m headroom for deals, Davy says "," Shares fall as the market worries aboutrising costs of key ingredient for insulation
"
6380,KINGSPAN+GROUP,"Mon, May 15, 2017, 21:07",Ryanair and other airlines defy rising oil prices," Election victory for Angela Merkel in Germany pushes DAX to record high
"
6381,KINGSPAN+GROUP,"Fri, May 12, 2017, 20:07",European stocks advance after biggest drop since April," FTSE 100 sets record closeas pharma stock AstraZeneca rises onpositive drug trial
"
6382,KINGSPAN+GROUP,"Fri, May 5, 2017, 07:15",Irish corporate boards stretch the meaning of ‘independent’," Caveat: Mueller misses Etihad job; and publicans in bitter Hairy Lemon battle
"
6383,KINGSPAN+GROUP,"Fri, Apr 28, 2017, 17:59",European shares ease as political worries subside," Iseq closes higherdespitepoor performances from Bank of Ireland and Kerry Group
"
6384,KINGSPAN+GROUP,"Fri, Apr 28, 2017, 05:53",‘Shareholder spring’ lands in Ireland as   resistance grows to bumper  pay days,"Shareholder groups increasingly active in opposing higher pay at Irish PLCs 
"
6385,KINGSPAN+GROUP,"Thu, Apr 27, 2017, 20:29",Banks weigh on European markets which fall from 20-month highs," Kingspan shares close down 1.6%despite strong sales growth
"
6386,KINGSPAN+GROUP,"Thu, Apr 27, 2017, 11:41",Guinness and Ryanair named among most valuable Irish brands," Brand Finance ranking also includes AIB, DCC, BoI, Smurfit, Jameson and Kingspan
"
6387,KINGSPAN+GROUP,"Thu, Apr 27, 2017, 07:07",Kingspan shares fall as UK demand ‘softens’ and costs rise," Cavan-based insulation products group says first-quarter sales have hit€831.2m
"
6388,KINGSPAN+GROUP,"Tue, Apr 25, 2017, 18:26",European investors shift focus from politics," Share falls reflect signs of consumer confidence slump in Brexit Britain
"
6389,KINGSPAN+GROUP,"Sun, Apr 23, 2017, 16:43",Shareholder power sinks Irish Continental executive bonus plan," Seen and Heard: Departing Tullow Oil chief sells €5m of shares to invest in rights issue
"
6390,KINGSPAN+GROUP,"Fri, Apr 21, 2017, 19:50",Euro and stocks dip ahead of tight election in France ," Euro edges lower againstdollar as investors brace forfirst round on Sunday
"
6391,KINGSPAN+GROUP,"Thu, Apr 20, 2017, 20:18",Confidence seeps back into European indices on positive corporate results," Glanbia performs strongly on Iseq while Kingspan falls 0.5% ahead of trading update
"
6392,KINGSPAN+GROUP,"Sun, Apr 16, 2017, 17:02",Kingspan investors urged to reject share bonus plan," Institutional Shareholder Servicessaysit will be too easy for executives to get hold of stock
"
6393,KINGSPAN+GROUP,"Tue, Apr 11, 2017, 19:28",European markets up slightly despite concern over French election," C&C and Bank of Ireland fall in Dublin while Aer Lingus parent IAG has more gains
"
6394,KINGSPAN+GROUP,"Thu, Apr 6, 2017, 19:09",European shares edge higher but banks waver on policy  talk," Ryanair, Kingspan, Dalata and Kerry Group among the main movers in Dublin
"
6395,KINGSPAN+GROUP,"Mon, Apr 3, 2017, 19:47",European stocks fall  as markets size up Trump trade moves," CRH, Paddy Power Betfair, Kingspan and Smurfit Kappa all decline in Dublin trading
"
6396,KINGSPAN+GROUP,"Wed, Mar 29, 2017, 19:34",Markets edge up as UK triggers formal Brexit process," Euro slips afterReuters reporton wariness of European Central Bank policymakers
"
6397,KINGSPAN+GROUP,"Mon, Mar 27, 2017, 20:33",Markets fall as investors lose faith in Trump promises," Construction and mining stocks lose out and Dow heads for its eighth day of losses 
"
6398,KINGSPAN+GROUP,"Fri, Mar 24, 2017, 19:32",Stocks slide as doubts increase over Trump growth policies," Bank of Ireland shares steady despite surprise over news of Richie Boucher departure
"
6399,KINGSPAN+GROUP,"Thu, Mar 23, 2017, 18:21",European financials buoyed by latest ECB funding drive," US markets in holding pattern ahead of Congress vote to dismantle Obamacare
"
6400,KINGSPAN+GROUP,"Tue, Mar 21, 2017, 20:41",Markets wrap: London’s jitters  amid inflation fears ," Top flight indexwinning streak ends as the pound surges to a three-week high
"
6401,KINGSPAN+GROUP,"Tue, Mar 21, 2017, 20:27",Eugene Murtagh sells €30m worth of shares in Kingspan," Kingspan chairman sold one million shares in group for €30 each on Monday
"
6402,KINGSPAN+GROUP,"Fri, Mar 3, 2017, 18:47",French shares climb as Marine Le Pen loses ground ," Banks rally in expectation ofFed rate hike;Ryanair falls despite strong February traffic
"
6403,KINGSPAN+GROUP,"Thu, Mar 2, 2017, 19:50",CRH to join FTSE Eurotop 100 index after 38% share surge," Cavan-based company Kingspan to be added toFTSE EuroMid index 
"
6404,KINGSPAN+GROUP,"Wed, Mar 1, 2017, 19:22",Euphoria sweeps markets as indices surge to fresh records," European stocks jump most sinceUS election as Dow crosses 21,000 mark for first time
"
6405,KINGSPAN+GROUP,"Fri, Feb 17, 2017, 20:25",Unilever share jump offset drops in Euro banks and commodities," Kingspan falls 1.7% on Iseq as group cites challenges keeping growth going in 2017
"
6406,KINGSPAN+GROUP,"Fri, Feb 17, 2017, 07:48",Kingspan says it faces challenges maintaining growth," Chief executive says price of steel and chemicals used to make insulation rising
"
6407,KINGSPAN+GROUP,"Thu, Feb 16, 2017, 19:46",European shares retreat as US benchmarks fall from all-time highs," Iseq unchanged as insulation and buildings materials group Kingspan gains
"
6408,KINGSPAN+GROUP,"Wed, Feb 15, 2017, 19:54",US Fed rate rise assurance boosts European bank shares," Gambling firms in Ireland and UK under pressure after HSBC cuts ratings
"
6409,KINGSPAN+GROUP,"Sun, Feb 12, 2017, 19:00",All eyes on Dublin Tech Summit and rise  in Kingspan profits," The major business events happening this week
"
6410,KINGSPAN+GROUP,"Tue, Jan 17, 2017, 18:50",European shares fall as currency movements dominate," Trump’sdollar ‘too strong’ remark puzzles tradersas sterling rallies on May’s speech
"
6411,KINGSPAN+GROUP,"Mon, Jan 16, 2017, 18:52","Investors turn wary as Brexit, Trump uncertainty grows"," Iseqdown 1.2% with Kingspan, FBD and Bank of Ireland among worst performers
"
6412,KINGSPAN+GROUP,"Fri, Jan 13, 2017, 19:13",Strong-performing banks lift European shares," BoI and Permanent TSB make gains as FTSE 100 posts 12th consecutive record close
"
6413,KINGSPAN+GROUP,"Fri, Jan 6, 2017, 20:39",European stocks rally  following US jobs report," Iseq heavyweights Kerry, Kingspan and Ryanair close day down
"
6414,KINGSPAN+GROUP,"Thu, Jan 5, 2017, 21:17",FTSE hits sixth consecutive all-time high," European stock edge slightly upwards as Dow falters
"
6415,KINGSPAN+GROUP,"Tue, Jan 3, 2017, 15:17","Paddy Power, DCC, Kingspan top Davy ‘conviction’  list for 2017"," Dalata, Ryanair also among top share picks at Davy alongside Dutch-based DSM and Danish group DSV 
"
6416,KINGSPAN+GROUP,"Thu, Dec 29, 2016, 05:54","McCanns lead Iseq20 winners as Fyffes, Total Produce top chart"," Permanent TSB and Bank of Ireland worst performers among Irish large caps in 2016
"
6417,KINGSPAN+GROUP,"Tue, Dec 20, 2016, 19:45",European stocks end at 11-month high on deals and Italy optimism," Dollar hits a 14-year high while Dow near 20,000 level in early trading 
"
6418,KINGSPAN+GROUP,"Wed, Dec 14, 2016, 20:36",European stocks fall ahead of Federal Reserve meeting to raise rates," Wall Street fluctuates on interest rates rise as Fed says increases will be gradual
"
6419,KINGSPAN+GROUP,"Wed, Dec 7, 2016, 19:09",Wall Street  marches on as Dow Jones hits new high," Irish financials buoyed by global rally with Bank of Ireland and PTSB both closing up
"
6420,KINGSPAN+GROUP,"Wed, Nov 30, 2016, 20:56",Shares hit  high as rising oil prices jump-start energy stocks," Iseq finishes flat as Ryanair dips 3%, offsetting gains for CRH and Smurfit Kappa
"
6421,KINGSPAN+GROUP,"Fri, Nov 25, 2016, 19:52",Scrappy day of trading on Iseq Index as US market enjoys half day," It was a bad day for Independent News and Media which finished down 4%
"
6422,KINGSPAN+GROUP,"Thu, Nov 24, 2016, 20:08",Slight rise in European shares while Iseq edges up .65%," BoI and housebuilder Abbey rise on back of Central Bank move on mortgage lending
"
6423,KINGSPAN+GROUP,"Tue, Nov 22, 2016, 20:19",Trump stimulus hopes send markets to record highs," FBD up 5% in Dublin as insurer continues to benefit from plans to help reduce costs of claims and bring down premiums
"
6424,KINGSPAN+GROUP,"Mon, Nov 14, 2016, 07:46",Kingspan to deliver 30% lift to full-year trading profits," But weak sterling dampens Irish insulation manufacturer’searnings in the UK
"
6425,KINGSPAN+GROUP,"Thu, Nov 10, 2016, 18:37",Global stock rally stalls as investors reconsider positions," US bond yields continue to climb on fears ofrevival in inflation due to Trump fiscal policy
"
6426,KINGSPAN+GROUP,"Wed, Nov 9, 2016, 19:31",Wall Street gains as Trump win reassures investors," European shares surge on advances among pharmaceutical, biotech and financial stocks
"
6427,KINGSPAN+GROUP,"Tue, Nov 8, 2016, 19:43",Markets tread water as they wait for US election results," Pennys reports growth as it predicts Brexit bounce
"
6428,KINGSPAN+GROUP,"Mon, Oct 31, 2016, 19:32",Weaker oil prices and banks drag down European markets," US equities rise slightly despite investor caution ahead of presidential election
"
6429,KINGSPAN+GROUP,"Sat, Oct 29, 2016, 01:00",Weaker corporate results weigh  on European shares," Investors display scant tolerance for recent weeks’ poor earnings 
"
6430,KINGSPAN+GROUP,"Fri, Oct 21, 2016, 19:23",European stocks lose momentum after strong week," Stoxx Europe 600 Index takes five-day advance to 1.3% while Iseq falls 0.3%
"
6431,KINGSPAN+GROUP,"Fri, Oct 7, 2016, 20:18","C&C, Ryanair shares slide as sterling woes rattle Irish market "," Irish shares stand out asweak spot across Europe, falling at their fastest pace in more than three months
"
6432,KINGSPAN+GROUP,"Tue, Sep 27, 2016, 19:26",European stocks edge higher on pleasing data from US," American consumer confidence in September rose to its highest since 2007 
"
6433,KINGSPAN+GROUP,"Fri, Sep 23, 2016, 19:50",European shares stall as investors offload stock," Indicationsthat Europe’s recovery is struggling and lenders leadslide across markets
"
6434,KINGSPAN+GROUP,"Thu, Sep 22, 2016, 20:10",European equities rally after US Fed retains status quo," Interest ratesunchanged butmonetary policy may be tightened if more jobs are created 
"
6435,KINGSPAN+GROUP,"Wed, Sep 21, 2016, 20:08",Banks and miners help European stocks to end higher," US Federal Reserve keep rates unchanged aftertwo-day policy meeting
"
6436,KINGSPAN+GROUP,"Mon, Sep 12, 2016, 20:09",European stocks fall again as investors fret about US rake hike," Oil up as markets reassess central bank policies while Kingspan takes 3% hit
"
6437,KINGSPAN+GROUP,"Mon, Sep 5, 2016, 19:43",Mining rally helps push European shares to eight-month high," Lenders stumble after Deutsche Bank cuts ratings on Lloyds and RBS in Britain
"
6438,KINGSPAN+GROUP,"Thu, Sep 1, 2016, 01:00",European and US equities weaken after  strong month," Kingspan rallies after announcement of rival Grafton restructuring its UK operations
"
6439,KINGSPAN+GROUP,"Tue, Aug 23, 2016, 19:25",Market report: Share boost in Europe for  house builders ," Reports of high residential rents in Dublin spark investor interest
"
6440,KINGSPAN+GROUP,"Tue, Aug 23, 2016, 05:40",BlackRock tops CFD stakes in Irish companies," Dutch hedge fund Farringdon holds most of its Independent News & Media stake in CFDs
"
6441,KINGSPAN+GROUP,"Tue, Aug 23, 2016, 01:00",European stocks edge higher after last week’s fall," Irish shares fare better thanwider European market, with Kingspan’s 7% riseleading way
"
6442,KINGSPAN+GROUP,"Mon, Aug 22, 2016, 05:20","Business diary: Kingspan, INM and Paddy Power results due"," International Business Women’s Conference takes place in Tralee
"
6443,KINGSPAN+GROUP,"Wed, Aug 17, 2016, 19:17",Europe has longest run without gains in two months," Global stocks lower as equities are sold ahead of news fromFederal Reserve’s July meeting
"
6444,KINGSPAN+GROUP,"Mon, Aug 15, 2016, 20:12",Markets becalmed across Europe after early advance," Kingspan rises after upbeat note from Davy predicting 30% increase in first-half profits
"
6445,KINGSPAN+GROUP,"Wed, Aug 3, 2016, 20:56",Rebound in shares of European banks ," Iseq finishes flat as biggest stocks CRH and Ryanair make little advance 
"
6446,KINGSPAN+GROUP,"Mon, Aug 1, 2016, 18:24",Lenders pull European equities down after EBA stress test," ‘The data doesn’t tell us much,’ says expert, but ‘investors are sceptical about everything’
"
6447,KINGSPAN+GROUP,"Tue, Jul 19, 2016, 20:44",Stocks slip on earnings and global growth worries,"CRH closes flat on Iseq after data shows US highway contracts awarded fell year-on-year
"
6448,KINGSPAN+GROUP,"Mon, Jul 18, 2016, 19:29",European shares lift on UK chipmaker ARM deal ," Japan’s SoftBank Group’s $32 billion purchase of ARM boosts stocks across continent
"
6449,KINGSPAN+GROUP,"Tue, Jul 12, 2016, 01:00",European markets  rebound for third consecutive day ," Stocks extendadvance afterUK minister Andrea Leadsom withdrawsPM candidacy
"
6450,KINGSPAN+GROUP,"Sat, Jul 2, 2016, 08:55",Business Week: Brexit fallout dominates a turbulent week," Concerns over currency rates as Dublin and London assess damage
"
6451,KINGSPAN+GROUP,"Tue, Jun 28, 2016, 10:31",Irish stock market closes sharply higher in line with European bounce," European markets see some gains but market analysts unsure of outlook
"
6452,KINGSPAN+GROUP,"Tue, Jun 28, 2016, 01:00",Brexit: top Irish businessmen  suffer €450m loss   on Iseq,"Michael O’Leary sees value of his 3.8 per cent stake in Ryanair fall€158m to€499m
"
6453,KINGSPAN+GROUP,"Mon, Jun 27, 2016, 09:01",Brexit seen triggering slew of Irish profit warnings ," Irish companies from Ryanair to Kingspan fall victim to downgrades
"
6454,KINGSPAN+GROUP,"Fri, Jun 24, 2016, 20:11",World stocks tumble as Brexit nightmare comes true," European shares reeling as Wall Street opens with heavy losses
"
6455,KINGSPAN+GROUP,"Wed, Jun 22, 2016, 21:30",Late ‘Leave’ poll trims gains in Europe," Bank of Ireland adds almost 2 % as Iseq edges up to deliver 6.6% rally on week
"
6456,KINGSPAN+GROUP,"Thu, Jun 16, 2016, 01:00", European  markets rise after miners  post strong performances," Shares in Dublinaffected as investors weigh Brexit polls showing Leave side ahead
"
6457,KINGSPAN+GROUP,"Wed, May 18, 2016, 22:11",Banks rally as Wall Street rebounds," European bourses recover after weak start over corporate earnings
"
6458,KINGSPAN+GROUP,"Sat, May 14, 2016, 01:00",Shares climb along with   US retail sales," Earlier losses erased after data shows consumer sentiment better than expected 
"
6459,KINGSPAN+GROUP,"Mon, May 9, 2016, 22:09",Markets rebound on bad day for banks," AIB, Bank of Ireland and Permanent TSB all down but C&C, Easyjet and Dalata rise
"
6460,KINGSPAN+GROUP,"Thu, May 5, 2016, 07:19",Kingspan chief sees sales topping €3bn even as ‘Brexit’ weighs," Almost 32% of shareholders vote against remuneration report at agm
"
6461,KINGSPAN+GROUP,"Tue, Apr 26, 2016, 01:00",European shares knocked down by falls at EDF and banks," Low volumes traded in Dublin as Kingspan, BoI, FBD and Smurfit make gains
"
6462,KINGSPAN+GROUP,"Tue, Apr 19, 2016, 01:01",Iseq stalls as the UK and US look to earnings season,"International markets look ahead to upcoming batch of corporateearnings
"
6463,KINGSPAN+GROUP,"Fri, Apr 15, 2016, 20:18",Jitters  keep European markets lower,"Investors nervous as oil producers meet in Doha to discussoutput freeze 
"
6464,KINGSPAN+GROUP,"Thu, Apr 7, 2016, 19:32",European shares end lower after turbulent session," Iseq also falls with Ryanair and Dalata down and Kingspan one of the only risers
"
6465,KINGSPAN+GROUP,"Wed, Mar 23, 2016, 21:07",Pound still under pressure over Brexit," In Dublin, Ryanair advances 2.6% in line with travel stock rebound across Europe
"
6466,KINGSPAN+GROUP,"Wed, Mar 23, 2016, 02:04",Travel stocks tumble in wake of Brussels attacks," Shares in Ryanair and IAG fall as investors sell sector
"
6467,KINGSPAN+GROUP,"Sat, Mar 19, 2016, 01:00",Global markets cap fifth week of gains ," Shares in Aryzta rise for the first time in week, climbing 2 per cent to €33.80 in Dublin
"
6468,KINGSPAN+GROUP,"Thu, Mar 10, 2016, 18:51",Markets turn sour as Draghi signals end to rate cuts," ECB rate cut and Draghi comments prompt up and down day on European markets
"
6469,KINGSPAN+GROUP,"Wed, Mar 9, 2016, 19:45",European shares rise ahead of ECB meeting," Kingspanmost notable gainer in Dublin while Permanent TSB slips 7 per cent
"
6470,KINGSPAN+GROUP,"Sat, Feb 27, 2016, 07:00","Business Week: Brexit, Boucher and Belmond"," The prospect of a Brexit has dominated the news since Cameron announced referendum
"
6471,KINGSPAN+GROUP,"Wed, Feb 24, 2016, 01:00",Weakened yuan prompts markets slide,"China’s central bank weakens currency renewing investor concern over stability 
"
6472,KINGSPAN+GROUP,"Tue, Feb 23, 2016, 01:00",Stocks gain as oil jumps and sterling falls on EU exit fears," Dublin’s Iseq underperforms European rivals as Ryanair weakens on higher oil prices
"
6473,KINGSPAN+GROUP,"Fri, Feb 19, 2016, 20:57",European shares end week on sour note,"Oil prices down 4%, with Brent on track for third straight week of losses 
"
6474,KINGSPAN+GROUP,"Wed, Feb 17, 2016, 20:33",Rally in mining stocks pulls markets up across Europe," Glencore gains 16.6% in London, touching highest level since November
"
6475,KINGSPAN+GROUP,"Wed, Feb 10, 2016, 01:00",Deutsche Bank’s shares slump as fears build over outlook ," Bank’s chief claims unease is misplaced but acknowledges impact of market volatility
"
6476,KINGSPAN+GROUP,"Tue, Feb 9, 2016, 21:42",Global rout continues with no let up for banks,"Iseq completes biggest six-day slump since 2011, down another 0.5% 
"
6477,KINGSPAN+GROUP,"Tue, Feb 9, 2016, 01:00",Stock market ‘bloodbath’ sees 5.5% fall in Iseq," Over €4 billion was wiped off the value of Irish shares in trading on Monday
"
6478,KINGSPAN+GROUP,"Tue, Feb 9, 2016, 01:00",More than €4bn wiped from Dublin market," Growth fears cause global shares slide
"
6479,KINGSPAN+GROUP,"Mon, Feb 8, 2016, 20:13",European shares sink to  lowest in more than two years ,"Concern over strength of banking sector compounds worries over global growth
"
6480,KINGSPAN+GROUP,"Fri, Feb 5, 2016, 01:00",Volatile trading session sees European stocks finish day lower," In Dublin the Iseq closes down more than 1 per cent as Ryanair falls 2.6 per cent
"
6481,KINGSPAN+GROUP,"Wed, Feb 3, 2016, 20:45",Europe shares fall  on  disappointing economic data,"US service sector slows raising market concerns of contagion to other areas
"
6482,KINGSPAN+GROUP,"Fri, Jan 29, 2016, 21:33",Relief for markets as global equities rise,"Petroceltic gains 74% after receiving bank waiver to allow it to continue sale talks 
"
6483,KINGSPAN+GROUP,"Thu, Jan 21, 2016, 21:40",Respite for stock markets as Draghi remarks prompt calm," Crude oil prices climb off a 12-year floor and help extend rally on Wall Street
"
6484,KINGSPAN+GROUP,"Tue, Jan 19, 2016, 01:00",Shares fall as ECB questions bad loans," Tullow drops 3% as oil prices tumble on prospect of Iran’s return to global market
"
6485,KINGSPAN+GROUP,"Fri, Jan 8, 2016, 05:00", Chinese market wipes €2.4bn off Irish shares," Fears grow as trading forced to stop in China for second time in week after stocks fall 7%
"
6486,KINGSPAN+GROUP,"Fri, Jan 8, 2016, 01:01",China sell-off syndrome shakes markets," Worst start to trading year since 2000 as European stocks continue to tumble 
"
6487,KINGSPAN+GROUP,"Wed, Jan 6, 2016, 20:53",Markets suffer Chinese burns after currency woes," Tullow Oil loses 9.9% in Dublin after further falls in oil price, but Ryanair gains 2.2%
"
6488,KINGSPAN+GROUP,"Mon, Jan 4, 2016, 21:01",Markets fall on back of worries about Chinese economy ,"Smurfit Kappa down despite acquisitions while Kingspan and Paddy Power both rise 
"
6489,KINGSPAN+GROUP,"Tue, Dec 29, 2015, 19:27",Iseq gains as FTSE held back in thin trading," European stocks rise on banking sector buoyancy as Dow follows suit
"
6490,KINGSPAN+GROUP,"Wed, Dec 2, 2015, 22:00",European stocks hover close to three-month highs," Investors await stimulus announcement from European Central Bank
"
