Political_ID,Name_Political,Date_Political,Headline_Political,Description_Political
942,corruption,"Fri, Dec 19, 2014, 12:57","State’s GDP growth to slow to 3.8%, EU forecast warns"," The aim is to protect the EU’s industrial base from what is seen as predatory competition from China and threats from trade wars
            "
943,corruption,"Fri, Dec 12, 2014, 01:25",'Thundering disgrace' - Business hits out at North’s lack of Brexit influence," Closure of San Ysidro border crossing last year has led to financial hardship for many
            "
944,corruption,"Tue, Nov 11, 2014, 02:00",China’s economy stabilising but risks lie ahead," Democrats query Trump’s connection to the Russian owner of Shannon alumina plant
            "
945,corruption,"Wed, Aug 13, 2014, 01:00",China’s economic performance ‘stable’ says premier," If UK imports chlorine-washed chicken from US, what stops it entering Irish and EU markets without checks?
            "
946,corruption,"Tue, Aug 5, 2014, 01:30",China sets lower GDP target as US trade war bites," Simon Coveney plans biggest expansion of embassy network since Independence
            "
947,corruption,"Tue, Aug 5, 2014, 01:15",Germany and France say EU ‘champions’ needed to take on Chinese and US rivals," Chinese retail sales grow at slowest pace in 15 years
            "
948,corruption,"Fri, Jun 13, 2014, 07:17",Californian and Mexican businesses struggle with border uncertainty," Smart Money: Irish economic data is being severely skewed by the multinationals
                    "
949,corruption,"Wed, May 21, 2014, 10:08",Lifting of US sanctions on Aughinish brings relief and controversy," Paris-based policy forum cut GDP growth projections from 3.8% to 3.7%
            "
950,corruption,"Fri, Apr 4, 2014, 01:10",Is there any way to avoid a hard Border in a no-deal Brexit?," Commission president’s comments likely to cause disquiet within Government
            "
951,corruption,"Sun, Mar 9, 2014, 16:04",Ireland grows diplomatic footprint as Brexit looms," But ‘strong growth’ is still predicted until supply catches up with demand around 2021 ratings agency says
            "
952,corruption,"Tue, Jan 14, 2014, 01:05",Chinese data show economy slowing despite stimulus," Trump also declared China won’t outlast the US in the trade war between the superpowers
            "
953,corruption,"Fri, Jun 7, 2019, 05:34",Is Ireland’s 9% growth forecast the return of Leprechaun economics?," Both Mr Draghi and the head of the Bank of Japan to miss Jerome Powell’s speech
            "
954,corruption,"Tue, May 21, 2019, 10:00","Global economic growth has peaked, OECD says"," Donald Trump’s criticism of Fed will have to be addressed
            "
955,corruption,"Tue, May 7, 2019, 13:01","EU should scrap national vetoes on tax, says Juncker"," At least six cargoes of US coal were due to arrive this month, shipping data showed
            "
956,corruption,"Fri, Apr 12, 2019, 05:15",Irish house prices are heading for ‘soft landing’ - S&P," President Erdogan turns ire on ubiquitous iPhone, symbolic of muscular US trade policy
            "
957,corruption,"Wed, Apr 3, 2019, 18:39",Trump threatens to pull out of World Trade Organisation," President Erdogan says Turkey will boycott US electronic products in latest retaliation
            "
958,corruption,"Thu, Mar 28, 2019, 05:17",ECB president Mario Draghi to miss Jackson Hole speech," Anyone doing business with Iran will not do business with the US, president vows
            "
959,corruption,"Tue, Mar 5, 2019, 12:08",What to expect from Federal Reserve chair’s Jackson Hole speech," China and US ministers meet in Singapore to talk about rising tensions
            "
960,corruption,"Wed, Feb 20, 2019, 05:45",Chinese traders ditch cheap US coal as tariffs loom," Beijing does not want to sideline US, as Europe seeks common front against tariffs
            "
961,corruption,"Fri, Feb 1, 2019, 16:00","As economy worries mount, Turkey prepares to battle it out"," Latest payrolls data points to steady growth and modest inflation pressures
            "
962,corruption,"Fri, Feb 1, 2019, 05:35",Turkey set to ban sale of iPhones as trade dispute with US deepens," Warning is first time European Commission has set out detailed response to tariffs threat
            "
963,corruption,"Wed, Jan 23, 2019, 11:58","Defy Trump on Iran sanctions, EU foreign policy chief urges firms"," Tax will apply to products from whiskey and motorcycles to peanuts and cranberries
            "
964,corruption,"Tue, Jan 1, 2019, 11:47",China vows to impose tariffs on $60bn of US imports," Wolfgang Münchau: It was not designed as a geopolitical instrument
            "
965,corruption,"Fri, Dec 14, 2018, 12:47",China extends olive branch to US at summit with EU," Trump trade tariffs limit room for manoeuvre as hardliners argue against change
            "
966,corruption,"Thu, Sep 27, 2018, 12:59",US job growth strong but unemployment rate rises to 4%," Martin Wolf: Beijing must recognise the shift in American perceptions and make some concessions
            "
967,corruption,"Thu, Sep 20, 2018, 10:33",EU warns Donald Trump that retaliation for car import tariffs will cost US $300bn," The men in charge of negotiating Britain’s exit from the EU are divided by culture, politics and personality but united on one thing — they need to finish the job
            "
968,corruption,"Wed, Sep 12, 2018, 09:33",EU slaps tariffs of €2.9bn on American products," Premier Li wary of looming trade war with US as he targets risks to financial system in opening work report
            "
969,corruption,"Mon, Sep 3, 2018, 12:05",Euro must be made more robust to rival the dollar," European Parliament member claims foreign purchases threat to strategic industries
            "
970,corruption,"Fri, Aug 31, 2018, 06:44",Xi Jinping to outline economic reforms amid trade tension," Whatever way it is sliced and diced, the UK will become a mid-table satellite of the EU, just like Canada is to the US
            "
971,corruption,"Fri, Aug 24, 2018, 08:19",How China can avoid a trade war with the US," There is no doubt Brexit will be bad for Irish trade with UK but it’s uncertain as to just how bad it will be
            "
972,corruption,"Thu, Aug 23, 2018, 17:50",Meet the Brexit negotiators: David Davis and Michel Barnier," The Dow Jones index of shares has gained almost 33% since Trump’s inauguration
            "
973,corruption,"Wed, Aug 22, 2018, 10:00",China targets GDP growth of 6.5% while moving to cut debt," Solar panels and washing machines hit by new import duties
            "
974,corruption,"Mon, Aug 20, 2018, 02:35",EU looks to tighter investment screening as unease over China grows," The Crash – 10 years on: Housing market the main danger facing recovering economy
            "
975,corruption,"Tue, Aug 14, 2018, 10:13",Britain’s Brexit destiny is to become Canada," Centre-left IPPR suggests compromise for the “the 70 per cent of people who want a sensible deal”
            "
976,corruption,"Tue, Aug 7, 2018, 19:37",Post-Brexit losses unlikely to be on scale envisaged by Copenhagen study," Failure to prevent overheating of economy would greatly raise risk of subsequent recession
            "
977,corruption,"Fri, Aug 3, 2018, 11:59",Cliff Taylor: The success of Trumponomics has confounded sceptics," Trade agreement under renegotiation has benefited US and Canada as well as Mexico
            "
978,corruption,"Mon, Jul 16, 2018, 13:15",Trump angers trade partners with protectionist tariffs," Tariffs for 187 product categories will drop from an average 17.3 per cent to 7.7 per cent
            "
979,corruption,"Fri, Jul 6, 2018, 14:10",Ireland in danger of turning boom to bust again," Wolfgang Münchau: The delusions on both sides of Brexit debate need to be scotched
            "
980,foreign+trade+policy,"Sun, Jul 1, 2018, 19:55",‘Shared market’ Brexit model proposed by think-tank," Wolfgang Münchau: Necessary qualities of unity and strategic thinking are largely absent from UK government
            "
981,foreign+trade+policy,"Fri, Jun 22, 2018, 06:44",John FitzGerald: Do we really want to go back to 2008 again?," By the time the trade talks reach the critical point, both sides may conclude that the price of a compromise is worth paying
            "
982,foreign+trade+policy,"Mon, May 28, 2018, 12:10",Fruits of Nafta deal on the table," Cost of 20 cigarettes will increase by 50 cents but duties on alcohol remain untouched
            "
983,foreign+trade+policy,"Sun, Apr 8, 2018, 18:28",Irish whiskey set to benefit from China’s move on import taxes," American Chamber says our reputation as a location of choice it at an all-time high
            "
984,foreign+trade+policy,"Thu, Mar 29, 2018, 14:20","Paradoxically, only hope for UK is to become more European"," French president wants to turn the euro zone into a more integrated body
            "
985,foreign+trade+policy,"Fri, Mar 16, 2018, 16:56",Only sane route for Brexit is taking the Norway option," Beijing responds to US inquiry into China’s alleged theft of intellectual property
            "
986,foreign+trade+policy,"Mon, Mar 5, 2018, 21:06",Wolfgang Münchau: Germany and UK interests look to align over Brexit," Caveat: Seeds of UK’s EU exit were sown in empty rhetoric of 1980s university debates
            "
987,foreign+trade+policy,"Sun, Mar 4, 2018, 15:24",Budget 2018 main points: everything you need to know," Gideon Rachman: It’s all gone pear shaped in Brexit-land
            "
988,foreign+trade+policy,"Wed, Feb 21, 2018, 16:10",Trump’s tax reforms ‘won’t affect US appetite for Ireland’," Employees reluctant to take up postings over lack of clarity on rights
            "
989,foreign+trade+policy,"Fri, Feb 16, 2018, 06:45",Macron has big plans for France and Europe," Chief negotiator Michel Barnier is joined by a team with decades of combined experience at the heart of the European Commission
            "
990,foreign+trade+policy,"Wed, Jan 24, 2018, 06:14",China says it will defend interests if US harms trade ties," Brexit, the DUP’s shopping list, North-South trade, and the need to restore the assembly
            "
991,foreign+trade+policy,"Tue, Jan 23, 2018, 09:09",Brexit reveals enduring flaws in UK’s workings," Ratings agency warns acceleration in house prices needs to be monitored carefully   
            "
992,foreign+trade+policy,"Sat, Jan 6, 2018, 07:00",Brexit cake is now more humble pie for Britain," Trump has frequently lashed China , describing Beijing as an ‘enemy’   
            "
993,foreign+trade+policy,"Mon, Dec 18, 2017, 06:52",German business unable to plan for UK due to Brexit," The bank opted to keep interest rates on hold in May   
            "
994,foreign+trade+policy,"Fri, Dec 15, 2017, 06:50",Who’s negotiating in Brexit talks for the EU?," Review could lead to protectionist tariffs and escalate trade tensions with China   
            "
995,foreign+trade+policy,"Sat, Dec 9, 2017, 06:00","Interview: Angela McGowan, the CBI’s regional director for the North"," Two leaders to discuss trade at Mar-a-lago, the US president’s country club in Florida   
            "
996,foreign+trade+policy,"Fri, Nov 24, 2017, 08:07","Risk of another housing bubble remains low, Moody’s says "," Europe’s priorities  in secession talks are set out – but  what will it mean for Irish business?   
            "
997,foreign+trade+policy,"Tue, Nov 21, 2017, 16:12",US strikes trade deal with China as relations hit ‘new high’," Japanese business group to take issue with ‘no Brexit deal is better than a bad deal’    
            "
998,foreign+trade+policy,"Tue, Nov 7, 2017, 01:04",Bank of England: interest rates may need to rise before late 2019," Outcome McGuinness campaigned to avoid likely to worsen  dysfunctional economy   
            "
999,foreign+trade+policy,"Mon, Oct 23, 2017, 13:27",Trump order on steel imports review sparks fears," Competition commissioner Margrethe Vestager has the iPhone giant in her sights   
            "
1000,foreign+trade+policy,"Tue, Oct 10, 2017, 06:31",Trump attacks China ahead of meeting with president," Walmart among US firms claiming tax changes would force up consumer prices    
            "
1001,foreign+trade+policy,"Thu, Sep 28, 2017, 17:44",Brexit: 50 things Ireland needs to know," Free trade is defended by communist China and the US is on the verge of becoming a rogue state   
            "
1002,foreign+trade+policy,"Sat, Aug 19, 2017, 06:35",Brexit: 40 European business lobbies warn of threat ," US stocks hold steady while  the dollar eases back against  rivals after inauguration   
            "
1003,foreign+trade+policy,"Tue, Aug 15, 2017, 07:06",Ciarán Hancock: Brexit shines harsh light on North’s economy," The British government is split on how close a partnership it should maintain on trade   
            "
1004,foreign+trade+policy,"Fri, Aug 4, 2017, 05:03",Getting to the core of Europe’s case against Apple and Ireland," Bomb attacks by Isis and separatists, currency woes and coup all contribute to woes   
            "
1005,foreign+trade+policy,"Tue, Jul 11, 2017, 02:30",Corporate America divided over import tax reform plan," Policies of protectionism helped to ensure  Ireland was a backwater for 50 years   
            "
1006,foreign+trade+policy,"Wed, Jun 28, 2017, 14:00",Martin Wolf: ‘America first’ reads like a declaration of economic war ," Market movements as US president-elect meets press underline Trump effect   
            "
1007,foreign+trade+policy,"Mon, Jun 19, 2017, 07:54",Markets give muted reaction to Donald Trump  speech," Business review of 2016: Challenges for next year include Trump’s election, Brexit, euro zone issues and the threat of election-related upheavals in Europe   
            "
1008,foreign+trade+policy,"Thu, Jun 15, 2017, 17:45",Refresher: What is the customs union  and why might the UK leave it?," Move could be good for Irish exporters but Trump’s fiscal plans throw spanner in works   
            "
1009,foreign+trade+policy,"Tue, May 16, 2017, 15:12",Turkey’s continuing economic troubles border on crisis," ESRI conference told of  mammoth challenge facing Britain after it withdraws   
            "
1010,foreign+trade+policy,"Fri, May 12, 2017, 06:57",John FitzGerald: What to expect from long-term Brexit effects," Short-term gain for long-term pain is what the US could be looking at under Donald Trump   
            "
1011,foreign+trade+policy,"Thu, May 11, 2017, 12:19",Pharma shares sway as Trump hints at harsh medicine," Trump’s ‘America first’ trade and tax policy will have major implications for Ireland    
            "
1012,foreign+trade+policy,"Thu, Apr 20, 2017, 20:45","After 2016, economic forecasting for 2017 has got to be perilous"," Trump promised protectionist measures during his election campaign    
            "
1013,foreign+trade+policy,"Fri, Mar 31, 2017, 07:53",The US rate hike – what does it mean for Ireland?," New US president’s trade and tax policies carry risks for a small, open economy like ours   
            "
1014,foreign+trade+policy,"Fri, Mar 31, 2017, 06:28","UK will have to renegotiate 56 trade deals, says economist"," Cost of a ‘hard Brexit’ to Ireland in some areas may be even worse than in UK   
            "
1015,foreign+trade+policy,"Tue, Mar 28, 2017, 20:57",Goldman warns of possible stagflation under Trump presidency," Department of Finance and top State agency forecasts ‘severe’ long-term consequences   
            "
1016,foreign+trade+policy,"Wed, Mar 22, 2017, 05:06",Ireland needs a trade strategy to avoid getting Trumped," Hopes that scheduled summit between the two blocs can go ahead    
            "
1017,foreign+trade+policy,"Fri, Feb 3, 2017, 06:00",German industry group  warns of Trump protectionism," Collapse in value of sterling has wiped out profit margins of producers selling into UK   
            "
1018,foreign+trade+policy,"Thu, Jan 26, 2017, 18:40","Cliff Taylor: First Brexit, now Trump – what the result means for Ireland"," British PM’s loose talk over UK’s EU exit has heightened possibility of economic crisis   
            "
1019,foreign+trade+policy,"Wed, Jan 25, 2017, 17:34","Economic impact for us after Brexit will be ‘severe’, warns report "," Read about all the measures announced by Minister for Finance in Dáil today    
            "
1020,foreign+trade+policy,"Fri, Jan 20, 2017, 20:58",Brexit effect expected to shrink economy by nearly 4% ," Brexit negotiations currently amount to a discussion held by the Tory party with itself   
            "
1021,foreign+trade+policy,"Tue, Jan 17, 2017, 07:22",Belgians expected to give way on EU-Canada deal ," As Britain moves towards exit talks, the UK currency is in the firing line   
            "
1022,foreign+trade+policy,"Sat, Jan 14, 2017, 08:00",Mushroom sector crisis exposes flaws in Irish response to  Brexit," Halfway houses between EU membership and hard exit from EU are uninhabitable   
            "
1023,foreign+trade+policy,"Fri, Jan 13, 2017, 06:53",Martin Wolf: Markets teach Theresa May a lesson over Brexit," Think tank slashes 2017 growth outlook to 1 per cent   
            "
1024,foreign+trade+policy,"Thu, Jan 12, 2017, 06:55",Budget 2017: Full text of Michael Noonan’s speech," It would be  unwise for European  politicians to push  policies to liberalise global trade and finance even further   
            "
1025,foreign+trade+policy,"Fri, Dec 30, 2016, 06:00",Chris Johns: Theresa May joins ranks of delusional Brexiteers ," In economic policy speech, Republican nominee vows to cut US corporate tax rate to 15%   
            "
1026,foreign+trade+policy,"Wed, Dec 14, 2016, 10:15",Chris Johns: Sterling vulnerable as hard Brexit looms," Cost of returning to work amounts to 90% of potential earnings, report notes   
            "
1027,foreign+trade+policy,"Mon, Dec 5, 2016, 16:09",Martin Wolf: UK faces grim but unavoidable hard Brexit," Export Trade Council  convened to discuss  steps following Brexit referendum   
            "
1028,foreign+trade+policy,"Tue, Nov 15, 2016, 07:02",German growth expected to halve in 2017 as Brexit bites," Investors had expected the first cut in more than seven years   
            "
1029,foreign+trade+policy,"Wed, Nov 9, 2016, 14:59",The transatlantic trade pact that risks more harm than good," We have a shared interest in a more open, competitive EU, better equipped to face the next wave of global economic challenges   
            "
1030,foreign+trade+policy,"Wed, Nov 9, 2016, 12:47",Donald Trump trains sights on luring firms back from Ireland," No one knows what the result will ultimately mean for firms in the province   
            "
1031,foreign+trade+policy,"Wed, Nov 9, 2016, 07:35",Ireland’s huge childcare costs stopping people going to work," Mark Carney says can provide extra £250bn as sterling plunges to 31-year low   
            "
1032,foreign+trade+policy,"Mon, Nov 7, 2016, 01:00","New trade, tourism and investment policy to be accelerated"," Amid speculation  on  what awaits the UK, many deals and transactions are on hold    
            "
1033,foreign+trade+policy,"Mon, Nov 7, 2016, 01:00",Sterling rises  as Bank of England keeps rates on hold," OECD surveys find unemployment, low investment and sluggish credit hamper growth   
            "
1034,foreign+trade+policy,"Wed, Oct 26, 2016, 20:00",Danny McCoy: Brexit – Ireland must compete and collaborate with UK," Those in favour of leaving offer fantasies of damage done by staying and of opportunity opened by departure    
            "
1035,foreign+trade+policy,"Fri, Oct 14, 2016, 15:29",Brexit: Northern Ireland businesses are in turmoil over  uncertain future," Vote leave campaigners challenge assertion   
            "
1036,foreign+trade+policy,"Wed, Oct 12, 2016, 15:41",Bank of England has billions at the ready to defend against crisis," Attacks, war and a boycott by Russia have failed to curb trade, consumption and growth    
            "
1037,foreign+trade+policy,"Tue, Oct 11, 2016, 14:48",British business braces for Brexit," The country is systemically important and suffers high and rising corporate indebtedness    
            "
1038,foreign+trade+policy,"Thu, Oct 6, 2016, 12:10",Further policy fixes needed to speed up European recovery ," Fund lukewarm on Central Bank’s readiness  to relax mortgage lending restrictions   
            "
1039,foreign+trade+policy,"Mon, Sep 26, 2016, 05:24",Martin Wolf: Debunking 10 Brexit shibboleths," A vote to leave EU would have profound  consequences for both countries   and EU itself   
            "
1040,foreign+trade+policy,"Wed, Sep 21, 2016, 17:28","Brexit would cost Britons a month’s salary by 2020, warns OECD"," Richard Pym says people should be encouraging relatives in UK to vote   
            "
1041,foreign+trade+policy,"Thu, Sep 8, 2016, 12:08",Turkey’s economy is booming despite dark shadow of volatility ," The nearest thing the Republican’s came to an economic debate and it was still absolute nonsense   
            "
1042,foreign+trade+policy,"Mon, Sep 5, 2016, 12:02",Martin Wolf: China’s future challenge for the world economy," President Macri secures €4.3bn agreement with creditors – but still faces local hurdles    
            "
1043,foreign+trade+policy,"Mon, Aug 8, 2016, 20:07",IMF warns about global slowdown threat to Ireland," Regulator forecasts growth for 2016 of almost 5% but notes growing uncertainty over China and market turbulence   
            "
1044,foreign+trade+policy,"Thu, Jul 21, 2016, 00:01",Brexit poses major  risks for the UK and Ireland," Oil prices continue to decline with worries over US growth   
            "
1045,foreign+trade+policy,"Wed, Jul 20, 2016, 14:51",AIB chairman warns of Brexit ‘tragedy’ for Ireland,"   The Chinese government is trying to sell the idea of slower, consumption and services-based growth 
            "
1046,foreign+trade+policy,"Thu, Jul 14, 2016, 12:21","Trump and Romney, a dialogue of the daft"," Turbulence in emerging economies such as China will be felt around the world   
            "
1047,foreign+trade+policy,"Mon, Jul 4, 2016, 01:00",Argentina debt deal opens door  to return to markets," Free movement of cash  cannot be sustained  when the  costs are so devastating   
            "
1048,foreign+trade+policy,"Fri, Jul 1, 2016, 05:00",Central Bank says money for tax cuts should go towards deficit," The Central Bank governor spoke to Arthur Beesley, economics editor of The  Irish Times   
            "
1049,foreign+trade+policy,"Fri, Jun 24, 2016, 10:11",US and European stock markets fall sharply again," General election and possible Brexit will be key determinants of economic health in 2016    
            "
1050,foreign+trade+policy,"Fri, Jun 17, 2016, 07:30",China is facing into a period of  painful economic adjustments ," New data also shows economic growth led by private, government consumption   
            "
1051,foreign+trade+policy,"Fri, Jun 10, 2016, 12:21",Martin Wolf: Market turmoil means we are in for bumpy ride," Controling inflation  by    manipulating    the cost of borrowing is tricky business   
            "
1052,foreign+trade+policy,"Wed, Apr 27, 2016, 17:20",Whisper it: capital controls might be on the way back," If it were to happen, a decision by the Fed to tighten now would  look downright foolish   
            "
1053,foreign+trade+policy,"Wed, Apr 27, 2016, 13:12",Philip Lane interview: edited transcript," Bank sees next recession driven by emerging markets   
            "
1054,foreign+trade+policy,"Sat, Apr 16, 2016, 01:00",Testing times ahead for nascent economic recovery," Investors remain jittery, with good reason   
            "
1055,foreign+trade+policy,"Tue, Mar 29, 2016, 01:00",German business morale shrugs off VW scandal," The real test of the Communist Party’s popularity may have arrived as economy slows   
            "
1056,foreign+trade+policy,"Thu, Mar 17, 2016, 01:00",Analysis:  What does the Fed decision mean?," Currency intervention seen as attempt to stimulate exports and boost stalling growth   
            "
1057,foreign+trade+policy,"Thu, Mar 10, 2016, 14:25",Martin Wolf: ‘Made in China’ recession perfectly plausible," Increased investment in skills, infrastructure and innovation key to sustaining prosperity   
            "
1058,foreign+trade+policy,"Wed, Mar 9, 2016, 13:21",Citigroup  sounds alarm bells over world economy," China has a short window of opportunity to build the infrastructure it needs   
            "
1059,foreign+trade+policy,"Tue, Mar 8, 2016, 06:05",Paul Krugman: Persistent global weakness is the new normal," State now pays higher interest on overpaid corporate taxes than banks do on deposits   
            "
1060,foreign+trade+policy,"Sat, Mar 5, 2016, 07:00",Stability or openness: can China now manage both?,"   Mining and  tourism present opportunities, but many will resist the ailing economy and 51%   indigenisation law 
            "
1061,foreign+trade+policy,"Tue, Jan 26, 2016, 11:02",Chinese central bank devalues yuan by nearly 2%," Smaller trade surplus of $3.1 bn recorded last month   
            "
1062,foreign+trade+policy,"Wed, Jan 20, 2016, 08:40",Beyond 2020: tweaking Ireland’s growth model," End of annual parliament in China prompts reform calls   
            "
1063,foreign+trade+policy,"Fri, Jan 15, 2016, 08:30",China faces challenges in Asia ," ‘Brexit’ would raise questions over the sustainability of the European system itself   
            "
1064,foreign+trade+policy,"Wed, Jan 13, 2016, 01:00",Danish companies win higher interest by overpaying taxes," To keep pace with competing jurisdictions Ireland must increase its capital spending Council says   
            "
1065,foreign+trade+policy,"Mon, Jan 11, 2016, 01:00","There are barriers, but investing in Zimbabwe could pay off long term"," Agency expects economy to grow by more than foreseen   
            "
1066,foreign+trade+policy,"Fri, Jan 8, 2016, 06:00",China’s March exports shrink 15%  in surprise fall," Country ranked in 6th and 13th place respectively in two new major international surveys   
            "
1067,foreign+trade+policy,"Wed, Dec 30, 2015, 01:00",St Patrick’s Day and China’s NPC offer insights into Ireland’s relationship with Asia," Africa Ireland Economic Forum delegates told that trade is expected to soar over coming years   
            "
1068,foreign+trade+policy,"Tue, Nov 24, 2015, 09:09",Ireland cannot avoid fallout from any British exit from the EU ,"   David O’Sullivan, the new EU ambassador to the US, is assuming the role at an important political moment  
            "
1069,foreign+trade+policy,"Thu, Sep 17, 2015, 21:54",Competitiveness Council calls for investment in infrastructure," ‘The road we have travelled to get to this point has been very difficult and the Irish people have made major sacrifices’   
            "
1070,foreign+trade+policy,"Wed, Sep 16, 2015, 01:00",Standard & Poor’s upgrades Ireland’s debt rating, with a pro-rata increase on other tobacco products. This will bring the price of cigarettes in the Most Popular Price Category to €10. In addition
1071,foreign+trade+policy,"Wed, Sep 9, 2015, 11:30",Ireland ranks highly for talent and as a place to do business, our public finances would not now be under control and our economy would not be growing. I believe this Budget is the right approach for Ireland at this point in our recovery.
1072,foreign+trade+policy,"Tue, Aug 25, 2015, 01:00",Exporters told to look to Africa for new opportunities, and creates job opportunities. A road that delivers high quality public services. A road on which our citizens have certainty about their incomes and can plan for the future without fear of another bust. A new road to a new Ireland.
1073,foreign+trade+policy,"Fri, Aug 14, 2015, 07:30",Europe’s Irish presence    in  the transatlantic corridor," Overseas businesses  push back against what they see as unfair antitrust enforcement by Beijing   
            "
1074,foreign+trade+policy,"Wed, Aug 12, 2015, 01:00",Full text: Michael Noonan’s Budget 2015 speech  ," The European project is a failed marriage, and only a radical reappraisal of the union – political and, above all, fiscal – can prevent a messy divorce    
            "
1075,foreign+trade+policy,"Tue, Aug 11, 2015, 09:00", the price of 20 cigarettes will increase by 40 cents," Juncker unveils new-look EU executive with Britain and France to oversee economic portfolios   
            "
1076,foreign+trade+policy,"Tue, Jul 7, 2015, 01:45", assist local business and retailers and drive growth right across the country.," Investors focus on Thursday’s ECB meeting despite warnings that crisis in Ukraine is worsening   
            "
1077,foreign+trade+policy,"Fri, Jul 3, 2015, 10:44", have travelled a long road to get to this point. Managing an economy is not just about numbers. Without the support and resilience of the Irish people," Economy grew at  an annualised 6.7 per cent in the first quarter, new figures show   
            "
1078,foreign+trade+policy,"Mon, May 18, 2015, 02:00", take the road “less travelled by”? A road whose milestones are prudence and caution. A road that delivers stable economic growth. A road that encourages investment. A road that rewards work,"   An   OECD meeting this week reflected the developing view that the digital economy can’t be ringfenced for tax purposes 
            "
1079,foreign+trade+policy,"Mon, Apr 13, 2015, 07:17",EU Chamber slams China’s competition policy,"   Introduction of new rules could have enormous implications for Ireland’s success in attracting multinational employers  
            "
1080,foreign+trade+policy,"Tue, Mar 24, 2015, 00:01",Europe: mending a bad marriage," Economics: Normalisation of US and British economies  points to serious ECB policy errors    
            "
1081,foreign+trade+policy,"Fri, Mar 6, 2015, 05:00",Key economic posts in Commission given to France and Britain,"   US central bank expects continued strong growth as Ben Bernanke steps down 
            "
1082,foreign+trade+policy,"Tue, Jan 13, 2015, 12:06",Europe holds nerve as Russia-Ukraine warnings ratchet up," Evidence of a restorative process is to be found in surprising places   
            "
1083,foreign+trade+policy,"Fri, Dec 5, 2014, 17:37",Japan’s economy picks up on  surge in capital spending," There must be room for a more coherent consideration of relevant human rights issues in the State’s relationship with the Gulf   
            "
1084,foreign+trade+policy,"Thu, Nov 20, 2014, 13:35",Net closing on tax affairs of multinationals," Opinion: In the short term there is a prospect of a spurt of growth but attention needs to be paid to sowing the seeds of long-term prosperity   
            "
1085,foreign+trade+policy,"Thu, Oct 30, 2014, 14:36",OECD barks on tax – but can it bite? ," ECB official advises Ireland to keep finances on prudent track   
            "
1086,foreign+trade+policy,"Fri, Oct 24, 2014, 02:00",Europe seems determined to replicate Japanese slump ," Interview: Outgoing Revenue Commissioners head is proud of her time leading the department 
            "
1087,foreign+trade+policy,"Tue, Oct 14, 2014, 15:21",Fed tapers monthly asset purchase by $10bn amid foreign currency volatility," Derek Moran expressed confidence  that market was in for a ‘soft landing’   
            "
1093,foreign+trade+policy,"Tue, Sep 16, 2014, 02:00",New finance chief  told official to disregard property crash fears," US imported 8.27m cars and light trucks last year, more than half from Mexico and Canada
            "
1094,foreign+trade+policy,"Sat, Sep 13, 2014, 01:00",Net closing on tax affairs of multinationals," Visit to China by US treasury secretary Steven Mnuchin ‘under consideration’
            "
1095,foreign+trade+policy,"Wed, Sep 10, 2014, 15:41",The end of the global housing boom?," Martin Wolf: Beijing must recognise the shift in American perceptions and make some concessions
            "
1096,foreign+trade+policy,"Mon, Sep 1, 2014, 10:52",Report highlights Irish exposure to Brexit charges on imports," Beijing says it won’t sit idly by as US president Donald Trump introduces tariffs
            "
1097,foreign+trade+policy,"Mon, Jun 9, 2014, 07:19",EU ready to open talks with US to solve trade row," Trade commissioner to meet US trade representative in Brussels over weekend
            "
1098,foreign+trade+policy,"Fri, Apr 25, 2014, 01:10",White House reboots China trade war with tariffs announcement," IMF chief Christine Lagarde warns of the economic impact of a trade war
            "
1099,foreign+trade+policy,"Fri, Mar 28, 2014, 01:10",Donald Trump launches US inquiry into car imports," The next stage of EU-Britain negotiations will have a lexicon all of its own
            "
1100,foreign+trade+policy,"Fri, Mar 21, 2014, 01:00",China and US poised for fresh trade talks," Solar panels and washing machines hit by new import duties
            "
1101,foreign+trade+policy,"Thu, Jan 30, 2014, 01:00",How China can avoid a trade war with the US," French president wants to turn the euro zone into a more integrated body
            "
1102,foreign+trade+policy,"Fri, Jan 17, 2014, 01:00",China squares up to Trump over $60bn tariff move," Rating agency warns probability that EU-UK negotiations will fail is ‘substantial’
            "
1103,foreign+trade+policy,"Mon, Jan 13, 2014, 01:00",EU expects exemption from US steel and aluminium tariffs," Impact of Brexit will be wide, and could take two decades to fully play out
            "
1104,foreign+trade+policy,"Fri, Jan 10, 2014, 00:01",EU promises ‘firm response’ if Donald Trump introduces tariffs," Anxiety among frontier businesses over the North’s status in customs union
            "
1105,foreign+trade+policy,"Fri, Jan 16, 2015, 06:00",Cliff Taylor’s bluffer’s guide to Brexit – Phase II," Plan could see €850bn-a-day business forced to either relocate or be policed by EU   
            "
1106,foreign+trade+policy,"Sat, Dec 27, 2014, 01:00",Trump angers trade partners with protectionist tariffs," Stuart Harbinson believes UK will forge free trade deal with EU as market worth €600bn   
            "
1107,foreign+trade+policy,"Thu, Jul 3, 2014, 22:08",Macron has big plans for France and Europe," Europe’s priorities  in secession talks are set out – but  what will it mean for Irish business?   
            "
1108,foreign+trade+policy,"Fri, Apr 25, 2014, 01:10",No Brexit deal could trigger ‘outright recession’ in UK," ESRI warns of growing influence of sector and productivity problems that might ensue   
            "
